id,title,sector,ai_rating
e6da5b33-b2fc-4d1f-b97e-dd2b46980f5c,Health Data Scientist,Healthcare & Medicine,8
f1a01f52-a69f-4623-b05e-ca723cf703ae,Healthcare Assistant / Care Worker,Healthcare & Medicine,2
8ec1ac8c-cd8e-4b76-8658-8fefbc896b1a,Mental Health Nurse,Healthcare & Medicine,3
c5b10c38-4543-49a5-9703-d3bfd2fa375c,Midwife,Healthcare & Medicine,1
3871eba8-df22-4bf8-8d20-d3047b94d596,Nurse,Healthcare & Medicine,3
f6a2f011-ce00-406e-9e8f-c88d0c6e4011,Occupational Therapist,Healthcare & Medicine,2
d7bc4841-9000-406a-824c-af954c595781,Optometrist,Healthcare & Medicine,4
d4f09a21-51d9-4a2d-b069-41d4e5eb5e4e,Paramedic,Healthcare & Medicine,3
21ce10ca-767b-4dbb-a559-bedcb68aadac,Pharmacist,Healthcare & Medicine,4
400bef8c-cad5-4c06-a37a-6b47a790b1df,Physiotherapist,Healthcare & Medicine,3
734786c4-c68b-45fb-88af-9aaa308ad8cf,Radiographer,Healthcare & Medicine,5
c17a2787-c039-4b81-8c77-56bcc882d7ec,Speech and Language Therapist,Healthcare & Medicine,4
ff30e3b1-880d-4589-a623-dcd47d26b482,Veterinary Nurse,Healthcare & Medicine,2
01e66d26-6413-4d4b-b324-b53a4bdcf072,Veterinary Surgeon,Healthcare & Medicine,3
5ec417d0-00fd-4605-a803-c33a0cefbf3f,Chef (Professional Kitchen),Hospitality & Tourism,2
145bdb5b-76dc-4e39-ae81-4da095e2825e,Digital Concierge Manager,Hospitality & Tourism,8
200cb8fa-8ffa-4fda-bb03-049aa8867945,Events Coordinator,Hospitality & Tourism,3
6847c5f5-4117-4851-af03-5692553374ae,Guest Experience Designer,Hospitality & Tourism,8
99cdda29-0b42-498f-8bf6-dce32ca029b0,Hospitality Technology Manager,Hospitality & Tourism,8
e7e33963-7d7a-469e-b006-d648d16b52fc,Hotel Receptionist,Hospitality & Tourism,6
ac150b7c-b35e-4341-9f27-4431e940db7a,Restaurant Manager,Hospitality & Tourism,4
25142f25-ebb5-46ba-8b89-743e2748392a,Revenue / Yield Analyst,Hospitality & Tourism,8
2f562008-f53c-4e29-8cfa-72fd5d908c13,Sustainability / Waste Optimisation Specialist,Hospitality & Tourism,8
379303a9-24b2-4651-b8b5-b774eb10c440,Waiter / Waitress / Bar Staff,Hospitality & Tourism,3
5af0d60c-21cd-4453-9cd5-754f9ebd050a,Advocate,Law & Justice,2
b7ce61ba-c46e-4d03-adf6-c671315c99ef,AI Compliance / Ethics Specialist,Law & Justice,10
ad272595-44aa-44de-8aeb-f86c49fa58b4,Barrister,Law & Justice,3
98938333-4962-4ec4-83cd-a826a96b630e,Court Clerk,Law & Justice,6
bd2dc0da-6119-47ca-88ab-31034840d54a,LawTech Consultant,Law & Justice,9
822789d5-d4ef-4faa-a930-c6f640e518b3,Legal AI Product Manager,Law & Justice,9
a3c57b35-3682-4934-9ce3-9a2c1495dbd9,Legal Data Analyst,Law & Justice,9
51263265-d83a-4251-8b0d-c0bf46c66dea,Legal Secretary,Law & Justice,7
7541bdcf-84eb-4790-b80b-03f385eb9633,Legal Technologist,Law & Justice,9
c1c92bc7-9a8f-49f4-96c0-e2e402c10c9a,Paralegal,Law & Justice,7
e99a9f61-239b-447f-882f-fdac60f5b67c,Police Officer,Law & Justice,2
c48d6860-2291-416f-a31c-e24879dcb8cb,Prison Officer,Law & Justice,2
53485ab4-da95-4005-bb09-5f8314333a5d,Procurator Fiscal Depute,Law & Justice,3
190404b9-270a-4f11-b57e-c4e94f55410c,Solicitor (Junior/Trainee),Law & Justice,6
ea05435c-b34f-426b-9c71-c0da585b6124,Solicitor (Senior) / Partner,Law & Justice,4
e85eccc7-05ce-44e8-b9d8-e386a2e2394d,AI News Verification Specialist,Media & Communications,9
c79fe777-008b-4466-a11b-81fe758b1fc1,Automated Media Monitoring Analyst,Media & Communications,9
ec5b5ced-19bf-465e-8016-bdfd8bd566a0,Broadcast Journalist,Media & Communications,5
5b0ca74a-1592-471c-9894-af9dfd505bb1,Broadcast Technician,Media & Communications,3
443f6a5b-8550-4f51-9a03-2e21b371267a,Communications Officer,Media & Communications,6
62690d24-8cf6-4dd6-b316-3f07aa31ca89,Copywriter,Media & Communications,6
0d33ffd4-4542-407d-9165-6fc6e1938248,Public Relations Officer,Media & Communications,6
501d4b66-dfc9-481f-b98d-9a9595cc4e19,Publishing Editor,Media & Communications,5
af13cd79-6c6b-4fe8-bdbe-7f01f19a7e47,Social Media Manager,Media & Communications,6
95179853-4790-45d4-9b50-433d484cdbae,TV / Film Producer,Media & Communications,3
5aef84cc-c5ba-4039-9d4c-c268bdcac1d3,Actor,Performing Arts & Entertainment,2
c054b55b-a064-4625-bfd2-2f6544d486b1,AI Music Production Specialist,Performing Arts & Entertainment,9
ffaa9572-705a-4ba2-a107-caa460c8ed91,Choreographer,Performing Arts & Entertainment,3
81dff71b-c0bf-4753-a77d-cef3185a9765,Dancer,Performing Arts & Entertainment,1
72f69926-8c24-42bc-9eba-08dbf0bda03a,Lighting Designer,Performing Arts & Entertainment,4
56bbda9e-3c3a-4140-8df8-13c9b0885f84,Music Producer,Performing Arts & Entertainment,5
56cee6b2-d98c-4c10-86ee-84ab28fce095,Musician (Live Performer),Performing Arts & Entertainment,2
ce555525-b451-40f6-afca-c88f8c397374,Sound Technician,Performing Arts & Entertainment,3
1edca518-79db-49e2-afde-c5cc07ba731b,Stage Manager,Performing Arts & Entertainment,3
ba72e58e-d9ca-4400-bee1-47424d2078dc,Theatre Director,Performing Arts & Entertainment,3
1b44045b-29e1-4ac7-bece-8767acf61986,Virtual Production Technician,Performing Arts & Entertainment,8
60698092-2b21-43ce-b178-03e166706530,Administrative Assistant,Public Services & Government,7
ba5ebd4d-750d-4c03-9cc7-44f132891c0d,AI Policy Analyst,Public Services & Government,9
21659c98-6477-4da4-80cc-a1f205494454,Council Officer / Benefits Officer,Public Services & Government,5
c661da81-b94a-4a61-b067-fb932cf5b5a8,Digital Transformation Manager,Public Services & Government,8
6e11576d-fd78-43a2-b7ef-bdaabc6a186f,Government Chief AI Officer,Public Services & Government,9
6653bd1f-b2a7-4461-bfa7-eaffeaaa9207,HR Administrator,Public Services & Government,6
3fbee72a-01f8-4e21-978a-934fcecab9a1,i.AI Prototyping Specialist,Public Services & Government,9
72507b69-9a99-4d28-bab4-612b43fdcaf4,Policy Analyst / Civil Servant (Fast Stream),Public Services & Government,4
bd1dc7f4-532b-4205-92c4-cb669df799aa,Public Sector AI Adoption Specialist,Public Services & Government,9
6a51880f-5d6c-4c6e-a3dc-50283956a8bb,TechTrack Apprentice,Public Services & Government,8
cbbf7e45-4dfa-4a09-aba2-fc829df1b73e,AI-Assisted Customer Experience Manager,Retail & Customer Service,9
8b5c7406-3c38-44f8-a401-a1456d514d41,Chatbot / AI System Trainer,Retail & Customer Service,10
70f04b10-b570-4850-81a5-03316b58b5a0,Customer Service Advisor (Call Centre),Retail & Customer Service,7
4679306e-b13c-4501-ab6c-99cb8623e852,E-commerce Personalisation Specialist,Retail & Customer Service,8
9b370e2e-380d-4dfa-9e8e-4cbff7ea6670,E-commerce Specialist,Retail & Customer Service,6
cee81768-07ae-4289-a7b7-4f15da639695,Retail Data / AI Analyst,Retail & Customer Service,8
42115a8f-e7ab-4c78-b802-c9d676b82a0e,Retail Manager,Retail & Customer Service,4
24c53f98-8be2-40bc-be55-b488e4764105,Shop Assistant / Sales Associate,Retail & Customer Service,5
e98ea33e-ddc9-49b3-b9e3-891829d3d994,Supply Chain Coordinator,Retail & Customer Service,6
48987f33-bfd2-400e-9c33-4970d7902746,Visual Merchandiser,Retail & Customer Service,3
0cbac2ba-b43e-434a-b325-55e15d1b9487,AI Drug Discovery Scientist,Science & Research,10
ad6a4779-f954-4f0f-ad4e-277797d38800,AI Safety Researcher (Scientific),Science & Research,10
483ab5c8-1865-485b-81e8-1d52d6fe70e5,Bioinformatics Specialist,Science & Research,8
fc4b5e5e-38a8-4e1a-858d-f0c81585d8bc,Clinical Researcher,Science & Research,3
2359916e-a323-4904-88c0-9443cf8d62da,Computational Scientist,Science & Research,8
f49a9cdc-9123-410d-83b8-aa799fa393a0,Data Scientist,Science & Research,8
1a595140-0511-4443-9998-8be91b3cd02b,Environmental Scientist,Science & Research,3
b01bbc32-43ce-4d0e-bfae-82ae2fa7e273,Lab Technician,Science & Research,5
875c120d-4fd6-4895-b54b-9b8cf4cc71da,Laboratory Automation Specialist,Science & Research,8
701f27eb-f965-44df-b7b7-e38db56564a6,Research Scientist,Science & Research,3
4b17417a-150d-47a4-9aca-71726f8915d9,Robotics Integration Engineer,Science & Research,8
e7a5e66a-0bba-4d97-a761-4efc3e07c65d,Addiction Counsellor,Social Work & Community,2
42a316d3-577d-464b-a364-413872def820,Advice Worker / Welfare Rights Officer,Social Work & Community,3
d588f5fe-41fc-4881-9b79-962290ed0666,Charity Manager,Social Work & Community,4
7939153a-cbdb-4334-aa13-c5a52f4973c6,Child Protection Social Worker,Social Work & Community,2
8a47f2a9-2511-45aa-8a3b-059ee666157e,Community Development Worker,Social Work & Community,2
eee75be2-7f95-4f31-a91b-c90888f83faf,Counsellor,Social Work & Community,2
068e5518-9603-47bd-9192-bcbed751450d,Criminal Justice Social Worker,Social Work & Community,2
d28cc237-cdd3-42c9-91d8-7d6990351e1e,Digital Inclusion Worker,Social Work & Community,8
315bd11a-7122-4d12-9cbc-7d78c9b736c1,Family Support Worker,Social Work & Community,1
812b84df-c72c-4e88-9d95-f21e75ea83f6,Homelessness Support Worker,Social Work & Community,1
8e7d21bb-bb5d-4809-93b4-1757af82a270,Housing Officer,Social Work & Community,3
2227610c-d32d-4eae-b0a5-2d733e43fb6b,Mental Health Support Worker,Social Work & Community,1
d3a0972d-ee95-44e1-bb5a-069b2762807f,Social Services Data Analyst,Social Work & Community,7
9428b809-d630-4ecf-841a-29080bbda1fb,Social Worker,Social Work & Community,2
eb13fc72-2961-4e36-ad41-e6f16290a397,Youth Worker,Social Work & Community,1
55b08868-564e-40b2-bedf-279d3c6e9028,AI-Enhanced Performance Coach,Sport & Fitness,9
05c2c546-5e26-41ee-a621-b3bc0ea1d657,Digital Fitness Content Creator,Sport & Fitness,8
bdcb58b1-7d9d-46c1-9a7c-378a4c3358a4,E-sports / Gaming Coach,Sport & Fitness,6
36cce48f-315a-4e2d-b86b-ce332c4267e2,Fitness Instructor / Personal Trainer,Sport & Fitness,3
d6af9b1a-c21b-42e7-8c27-277b9e1399b1,Leisure Centre Manager,Sport & Fitness,4
37ebcde8-b721-40f2-9298-3cebc46a1389,Outdoor Activities Instructor,Sport & Fitness,1
03b64e4e-df23-4c2a-b42e-505afdd4f697,PE Teacher,Sport & Fitness,2
0e034ee9-baa0-48f3-ae0e-6e3472581adb,Sports Coach,Sport & Fitness,2
2dd98b59-0f78-433c-aeb8-b11bc1b31562,Sports Data Analyst,Sport & Fitness,8
b6c398ad-08e4-42a5-870b-a1251ebcfce6,Sports Therapist,Sport & Fitness,2
cebe2235-5dae-4c9c-aeb8-9592b028c94f,Wearable Technology Specialist,Sport & Fitness,7
3673999b-8ea9-4b21-afd2-e259c77ca93a,AI Logistics Analyst,Transport & Logistics,9
1852775c-2ca6-49e0-a051-c7dae884349c,Airline Pilot,Transport & Logistics,2
c7428ccd-e944-4a36-819e-3f12cf110d04,AV Fleet Operations Manager,Transport & Logistics,8
68b699de-7aa2-43d4-a056-92512932a833,Delivery Driver,Transport & Logistics,4
ee67c3eb-d32a-4cfd-91ba-cee30c8cac13,Digital Supply Chain Manager,Transport & Logistics,8
cab71f32-1729-4d37-be56-37eb0188e68e,Drone Delivery Operator,Transport & Logistics,7
7c1c4e72-17ea-4707-90d1-33707e781841,EV / AV Maintenance Technician,Transport & Logistics,6
a5f0b614-bafa-4633-80e0-175fa5ebe2f7,Freight Forwarder,Transport & Logistics,6
d606e62a-ac04-420d-9389-5214d6c188eb,HGV Driver,Transport & Logistics,3
3fe9b56f-f624-407d-8910-91eb5c6878e4,Logistics Coordinator,Transport & Logistics,6
5bc5fe79-ee7e-4797-92dd-61284926341e,Remote Vehicle Operator,Transport & Logistics,8
442d468d-1f78-4124-a5b0-5ab10daf8af1,Traffic Planner,Transport & Logistics,4
29bfa139-f12f-40c4-a788-5e09259931e6,Train Driver,Transport & Logistics,2
7d78a078-86e2-46d0-adfb-32e95058bb07,Warehouse Automation / Robotics Engineer,Transport & Logistics,8
fc77f34e-72fe-4e37-9078-6557cc4991c1,Warehouse Operative,Transport & Logistics,7
